community_name,area_km2,taxable_income_million_CHF,criteria1,criteria2,criteria3,score
Le Chenit,9919,66116.0,100.0,11.403458844510675,100.0,82.28069176890213
Arzier-Le Muids,5190,118209.0,27.377115146932073,20.388279184323952,100.0,55.02850189563762
Le Lieu,3254,67512.0,10.761285188076304,11.644236092785478,100.0,46.633361293787615
Villeneuve (VD),3198,64572.0,10.394044453659886,11.137155068481809,100.0,46.385048795160316
La Rippe,1659,113422.0,2.7964661495178156,19.56263399271114,100.0,45.03111325834936
Saint-Sulpice (VD),186,127616.0,0.0341869135320616,22.010765985556816,100.0,44.41582796252419
Lully (VD),205,122838.0,0.041737815290042446,21.186673082793913,100.0,44.2540297426748
Forel (Lavaux),1851,79622.0,3.481444439023597,13.732926978607734,100.0,44.139163171330985
Saint-Saphorin (Lavaux),89,112560.0,0.007074205981363127,19.413959216197615,100.0,43.88562152563207
Le Vaud,311,109534.0,0.09733131677806509,18.89204520955037,100.0,43.8173415686213
Le Mont-sur-Lausanne,980,98802.0,0.975182343757623,17.0410269943031,100.0,43.798278336363666
Mex (VD),283,108178.0,0.08042640386398009,18.658167022830717,100.0,43.76380396611174
La Tour-de-Peilz,326,90376.0,0.10704310386885885,15.587739677710339,100.0,43.16036517708961
Cugy (VD),291,88941.0,0.08509375355743116,15.340235844419261,100.0,43.10208467030682
Mollens (VD),1099,72640.0,1.2266429233546372,12.52869578415596,100.0,42.99639632617305
Morrens (VD),367,80998.0,0.13592233009708737,13.970254696104961,100.0,42.84841987125983
Saint-Barthélemy (VD),412,78376.0,0.17155254427477193,13.518021211164752,100.0,42.77222525994286
La Praz,512,77023.0,0.2654687271307996,13.284660454061736,100.0,42.76311958166467
La Sarraz,770,72618.0,0.6016520710347856,12.524901300300625,100.0,42.74564108847404
Onnens (VD),514,74520.0,0.2675543982046153,12.852951677248104,100.0,42.677612094731465
Ecublens (VD),572,73723.0,0.3315759623359516,12.7154878757617,100.0,42.67572796008672
Les Clées,704,68105.0,0.5027717470849392,11.746514680340606,100.0,42.5504116349021
Vugelles-La Mothe,307,72260.0,0.09481875396399472,12.463154699382017,100.0,42.530558441462
Ependes (VD),481,64556.0,0.23418061179684832,11.134395443859749,100.0,42.32055133349069
Roche (VD),645,61528.0,0.42187474589777363,10.612136484134746,100.0,42.29117719518606
Renens (VD),295,60235.0,0.08747621603161437,10.389124319364457,100.0,42.11281535028554
Treytorrens (Payerne),307,55664.0,0.09481875396399472,4.800367030074734,100.0,40.99800090760054
Dompierre (VD),321,0.0,0.10375502105999253,0.0,100.0,40.041502008424
Bex,9657,61045.0,94.78692816834983,10.528830315856286,0.0,40.020537330511196
La Chaux (Cossonay),674,77666.0,0.4607534029370152,13.395562868560804,66.66666666666666,29.53008060155363
Vaux-sur-Morges,210,579789.0,0.0438468637686816,100.0,0.0,20.017538745507473
Ormont-Dessous,6411,54077.0,41.77436535427949,4.6635068964744075,0.0,17.64244752100668
Ollon,5956,68535.0,36.05504768990584,11.82067959205849,0.0,16.786154994374037
Ormont-Dessus,6159,47631.0,38.55474784927876,4.107615011668038,0.0,16.243422142045112
Rougemont,4854,74971.0,23.946954635637734,12.93073859628244,0.0,12.164929573511582
Montricher,2602,260506.0,6.880522149582865,44.931173237160415,0.0,11.73844350726523
Lausanne,4138,73560.0,17.403037639654585,12.687374199924456,0.0,9.498689895846725
Sainte-Croix,3947,54010.0,15.83346343367322,4.657728932421968,0.0,7.264931159953682
Montreux,3341,73595.0,11.344465043664927,12.693410878785214,0.0,7.076468193223015
Montanaire,3350,68090.0,11.405672171537299,11.743927532257423,0.0,6.911054375066405
Valbroye,3355,65105.0,11.439747280089769,11.22908506370421,0.0,6.82171592477675
Jouxtens-Mézery,193,194195.0,0.036883446358003606,33.49408146756838,0.0,6.713569672056877
Dully,165,188977.0,0.026694963490592118,32.594098887698806,0.0,6.529497762935998
Mies,345,182529.0,0.12000130100339888,31.481970165008306,0.0,6.344394553403021
Lussy-sur-Morges,234,180325.0,0.05467771706428583,31.10183187331943,0.0,6.242237461489601
Founex,479,170948.0,0.23222910669854127,29.484519368252933,0.0,5.989795516330003
Commugny,653,168018.0,0.43242913597111776,28.979163109338053,0.0,5.968804276256058
Coppet,187,169407.0,0.03456603405376397,29.218733021840706,0.0,5.8575730179896475
Tannay,181,164838.0,0.03232180319071084,28.430687715703474,0.0,5.69906626441698
Buchillon,210,160260.0,0.0438468637686816,27.641090120716328,0.0,5.545756769650739
Bougy-Villars,177,160181.0,0.03086630563822348,27.6274644741449,0.0,5.53783941708427
Trélex,577,154191.0,0.3374152314972923,26.594330006260897,0.0,5.453832093851097
Féchy,270,156042.0,0.07311944024328763,26.913584079725556,0.0,5.411964592042427
Gingins,1256,134058.0,1.6024448699809728,23.121859849014037,0.0,5.265349917795197
Bassins,2077,101624.0,4.383739083768356,17.52775578701907,0.0,5.259046790911157
Genolier,486,149179.0,0.23909494885430388,25.729877593400357,0.0,5.241613498221793
Chavannes-des-Bois,212,151133.0,0.04470471288481241,26.066896750369533,0.0,5.231261235227833
Provence,3186,57211.0,10.316179400237434,4.933777632897486,0.0,5.113227286674471
Chigny,89,145945.0,0.007074205981363127,25.17208846666632,0.0,5.037247375725809
Saint-Cergue,2428,74356.0,5.990940747426452,12.824665524871978,0.0,4.961309403944977
Oron,2462,69318.0,6.159928892032981,11.95572872200059,0.0,4.85511730121331
Bursinel,178,138234.0,0.031227130799629212,23.8421218753719,0.0,4.780915227394233
Puidoux,2286,76599.0,5.310568823079801,13.211530401577127,0.0,4.766533609547346
Bière,2506,63643.0,6.38210774747524,10.976924363863406,0.0,4.748227971762777
Givrins,396,133769.0,0.15841240994617098,23.072014129278067,0.0,4.677767789834082
Lutry,846,126918.0,0.7264833471564944,21.890377361419414,0.0,4.668668811146481
Chéserex,1058,119570.0,1.136754768990584,20.623019753738,0.0,4.579305858343834
Payerne,2418,61202.0,5.9416855718723065,10.555909132460258,0.0,4.487856055240974
Vufflens-le-Château,214,128643.0,0.04557069327218617,22.18789939098534,0.0,4.455808155505943
Echichens,1327,107075.0,1.7888471483631752,18.467925400447406,0.0,4.4091239394347514
Bogis-Bossey,245,126713.0,0.06003317558667122,21.855019670949257,0.0,4.39501720442452
Prangins,607,122840.0,0.37351807581597307,21.18701803587167,0.0,4.3868108375007235
Yens,951,116253.0,0.9182644614659057,20.05091507427702,0.0,4.377488799441767
Vully-les-Lacs,2092,74996.0,4.447300214665561,12.935050509754412,0.0,4.365930187817107
Baulmes,2250,66410.0,5.144593314468784,11.454166946941042,0.0,4.348670715175722
Cheseaux-Noréaz,590,121922.0,0.3528351710006342,21.028684573180932,0.0,4.34687098303644
Rossinière,2336,61536.0,5.545460921110407,10.613516296445775,0.0,4.340887627733318
Gilly,776,116479.0,0.6110802800409816,20.08989477206363,0.0,4.262411066429118
Vallorbe,2319,60065.0,5.465027402384089,10.359803307755062,0.0,4.257971622504648
Mont-la-Ville,1979,77236.0,3.9797287407913355,13.32139795684292,0.0,4.256171087685119
Bourg-en-Lavaux,965,112356.0,0.9455286139435038,19.37877400226634,0.0,4.25396624603067
Chavannes-de-Bogis,286,121759.0,0.08216141386544372,21.00057089734369,0.0,4.232978745014916
Bremblens,291,121640.0,0.08509375355743116,20.98004618921711,0.0,4.2300467392663945
Corbeyrier,2200,65327.0,4.918442333024345,11.267374855335303,0.0,4.220851904276799
Borex,199,121168.0,0.039274040103429775,20.89863726286632,0.0,4.195437068614636
Essertines-sur-Rolle,695,115587.0,0.4899741425574474,19.93604569938374,0.0,4.1831987968997275
Belmont-sur-Lausanne,265,120411.0,0.07040054642142753,20.768072522935068,0.0,4.181774723155585
Begnins,479,117806.0,0.23222910669854127,20.318771139155796,0.0,4.156645870510576
Paudex,49,120318.0,0.001463628823730302,20.75203220481934,0.0,4.15099189249336
Pully,586,115151.0,0.34805398350978195,19.860845928432585,0.0,4.1113907790904305
Savigny,1601,87288.0,2.604283553690784,15.055132125652609,0.0,4.052739846606836
Corseaux,107,116693.0,0.010660096599502367,20.12680475138369,0.0,4.029624988916539
Duillier,411,114656.0,0.17071603974565383,19.77547004168758,0.0,4.023380424235778
Gimel,1888,73247.0,3.622057496218959,12.633389043255391,0.0,3.975500807138662
Perroy,291,114160.0,0.08509375355743116,19.689921678403696,0.0,3.972021837103712
Crassier,203,114602.0,0.04090842562326194,19.766156308588123,0.0,3.9695946319669293
Aubonne,938,103519.0,0.8933045079767771,17.854598828194394,0.0,3.9282415688295895
Chavornay,1928,68972.0,3.7772021515343708,11.896051839548525,0.0,3.8900912285234535
Jorat-Menthue,1765,74995.0,3.1653656632677953,12.934878033215533,0.0,3.8531218719502247
Mont-sur-Rolle,386,109534.0,0.15046409230619115,18.89204520955037,0.0,3.8385946788325507
Villars-Epeney,86,110987.0,0.006540591306044788,19.142653620541267,0.0,3.8311469606306714
Chardonne,1034,98009.0,1.0857229106698543,16.904253098972212,0.0,3.815139784062384
Coinsins,291,109231.0,0.08509375355743116,18.839784818270093,0.0,3.8019944650769912
Eysins,238,109484.0,0.05659669707762111,18.88342138260643,0.0,3.799322955352334
Denens,330,108454.0,0.10971016083654518,18.70577054756127,0.0,3.7850381738468717
Vinzel,110,109203.0,0.011321778796897107,18.834955475181488,0.0,3.7715198065550566
Signy-Avenex,194,108311.0,0.03727679660438113,18.681106402501598,0.0,3.751131999142072
Saint-George,1232,90683.0,1.541753061423623,15.64068997514613,0.0,3.744839219598675
Jongny,216,107450.0,0.04644480493080288,18.532604102526953,0.0,3.725098742477712
Cudrefin,1550,79056.0,2.4409456261891984,13.635305257602335,0.0,3.7034393019961462
Bursins,337,105627.0,0.11445577401570962,18.218179372150903,0.0,3.6894181840364646
Lucens,1928,62801.0,3.7772021515343708,10.831699118127457,0.0,3.67722068423924
Vich,155,106071.0,0.02344245499341367,18.29475895541309,0.0,3.6683287730799834
Epalinges,457,103757.0,0.21129921451919792,17.89564824444755,0.0,3.6636493346971895
Avenches,1947,61229.0,3.8520352571921093,10.560565999009984,0.0,3.652927302678841
Grens,255,104948.0,0.06511522011351255,18.1010678022522,0.0,3.646259648495845
Saint-Prex,554,100975.0,0.31097538664194757,17.41581851328673,0.0,3.6075538573141253
Nyon,680,97904.0,0.4690107088842269,16.886143062389937,0.0,3.564832896031678
Luins,267,102458.0,0.07148200549673936,17.67160122044399,0.0,3.562913046287494
Lonay,372,101616.0,0.1396779610024231,17.526375974708042,0.0,3.561146379342578
Rolle,274,101674.0,0.07533114602136899,17.53637961396301,0.0,3.53740838120115
Echandens,388,99280.0,0.15203749329170121,17.123470779887164,0.0,3.4855091532941134
Arnex-sur-Nyon,204,100518.0,0.041322104047746826,17.33699673501912,0.0,3.4839281886229228
Goumoëns,1069,86938.0,1.1605356881494853,14.99476533704503,0.0,3.4631673426688003
Marchissy,1198,82908.0,1.457777357662097,14.299684885363467,0.0,3.4430479201375324
Vufflens-la-Ville,538,96176.0,0.2932166902473533,16.588103603207376,0.0,3.4349073967404165
Allaman,260,98512.0,0.06773247304483583,16.991008798028247,0.0,3.425294748823584
Grancy,567,95350.0,0.32578751361987934,16.445637982093487,0.0,3.4194426018666495
Giez,476,95804.0,0.22931709518466117,16.52394233074446,0.0,3.3965153042227567
Tartegnin,109,97858.0,0.011099185246621457,16.878209141601513,0.0,3.3800815024189514
Montilliez,1186,81173.0,1.4286999316973215,14.000438090408752,0.0,3.3715675907606792
Etoy,492,93691.0,0.24505923631100487,16.15949940409356,0.0,3.329923575343114
Lavigny,400,94445.0,0.16164865590086355,16.289546714408175,0.0,3.3225688052419806
Gland,832,87700.0,0.7026058691515832,15.126192459670673,0.0,3.306280839594768
Tévenon,1428,71622.0,2.0716680083264216,12.353114667577342,0.0,3.2992901368460372
Bullet,1682,61952.0,2.874570059033029,10.685266536619356,0.0,3.286881330937083
Burtigny,568,91270.0,0.3269411377274723,15.741933703467986,0.0,3.2791631957845864
Bournens,391,92416.0,0.15441284090354684,15.939591817023087,0.0,3.2496834997660367
Saint-Oyens,306,92980.0,0.09419569530500398,16.03686858495073,0.0,3.245051995112148
Villars-Sainte-Croix,165,93611.0,0.026694963490592118,16.145701280983253,0.0,3.2398182415928876
Préverenges,187,93437.0,0.03456603405376397,16.115690363218345,0.0,3.2369644862651747
Ferreyres,316,92598.0,0.1005177586963946,15.97098254709903,0.0,3.234403612898364
Montcherand,307,92466.0,0.09481875396399472,15.948215643967028,0.0,3.2275706303790037
Saint-Livres,812,84855.0,0.6691863443430747,14.635496706560492,0.0,3.1947738790493285
Longirod,945,81966.0,0.9067017937584363,14.13721198573964,0.0,3.190123114651303
Berolle,961,81604.0,0.9376981997365468,14.074775478665513,0.0,3.1900343756277216
Aigle,1641,60548.0,2.7360914605389404,10.443109476033523,0.0,3.1830584794222805
Villars-sous-Yens,304,91195.0,0.0929556764404547,15.728997963052077,0.0,3.1829818631865976
Senarclens,397,90312.0,0.159218422208128,15.576701179222097,0.0,3.1790276047276707
Romanel-sur-Morges,176,91419.0,0.03050751329462848,15.767632707760926,0.0,3.165729546870037
Daillens,552,87956.0,0.30872709014327304,15.170346453623646,0.0,3.1575601267820383
Syens,252,90774.0,0.06356926216844742,15.656385340184102,0.0,3.1567047729041993
Tolochenaz,159,90826.0,0.024719064578556212,15.665354120205798,0.0,3.1429584498725824
Jorat-Mézières,1108,76639.0,1.2468318534419671,13.218429463132278,0.0,3.142418634003243
Essertines-sur-Yverdon,975,79871.0,0.9652469467076482,13.775873636788555,0.0,3.1412735060407706
Servion,632,86153.0,0.40500134165975504,14.859371254025172,0.0,3.1338747874689368
Sullens,391,88935.0,0.15441284090354684,15.339200985185991,0.0,3.1296053333986174
Valeyres-sous-Rances,634,85008.0,0.40757488900814753,14.661885617008947,0.0,3.0954070790050485
Assens,534,86335.0,0.28885832886113416,14.890761984101111,0.0,3.0936957283646764
Chevilly,389,87644.0,0.15282724301117237,15.11653377349346,0.0,3.084437651903161
Rivaz,31,89279.0,0.0,15.398532914560297,0.0,3.07970658291206
Noville,1039,76443.0,1.0962579889739963,13.184624061512032,0.0,3.0754280078920053
Vuarrens,897,79638.0,0.8168349839813956,13.735686603229796,0.0,3.073871314238518
Denges,166,88697.0,0.027031394838269013,15.298151568932836,0.0,3.070442871721875
Moudon,1565,60112.0,2.4884373322925306,10.367909705082367,0.0,3.0689568739334856
Fiez,683,83202.0,0.4731668048982778,14.350392987793835,0.0,3.059345319518078
Yvorne,1220,71052.0,1.5118462457920672,12.254803040416427,0.0,3.0556991064001124
Yvonand,1340,67055.0,1.8240870615211981,11.565414314517868,0.0,3.0427176875120527
Oulens-sous-Echallens,587,83950.0,0.3492462311557789,14.479405438875176,0.0,3.035579580237347
Cuarnens,713,81966.0,0.5157340098551008,14.13721198573964,0.0,3.0337360010899688
Boussens,316,86697.0,0.1005177586963946,14.953198491175238,0.0,3.0308468017136057
Etagnières,378,85909.0,0.1442518010765803,14.817286978538743,0.0,3.021158116138381
Saubraz,371,85477.0,0.13892276918573448,14.742777113743102,0.0,3.0041245304229145
Froideville,708,80928.0,0.5085124245824593,13.958181338383447,0.0,2.9950412375096733
Chamblon,286,85852.0,0.08216141386544372,14.807455815822653,0.0,2.9943557287107083
Chexbres,215,86094.0,0.04600673269258916,14.849195138231321,0.0,2.9882417207233
Suchy,664,81166.0,0.4471538517831878,13.999230754636601,0.0,2.9787076916405955
Bottens,688,80727.0,0.48013428794457724,13.923513554068808,0.0,2.9767564259915926
Grandson,785,78941.0,0.6253598087525004,13.615470455631273,0.0,2.973238014627255
Clarmont,102,85905.0,0.00959794929339253,14.816597072383228,0.0,2.967158594194003
Champvent,903,76266.0,0.827812200159373,13.154095714130484,0.0,2.9619440228898464
Bonvillars,752,79054.0,0.5738065326633166,13.634960304524576,0.0,2.956514673970242
Vullierens,684,80184.0,0.4745562358719162,13.82985879345762,0.0,2.9557942530402905
Pailly,577,81416.0,0.3374152314972923,14.0423498893563,0.0,2.943436070470177
Penthéréaz,568,81488.0,0.3269411377274723,14.054768200155573,0.0,2.9417300951221037
Pomy,562,81558.0,0.32004988534907547,14.06684155787709,0.0,2.9413882657150485
Donneloye,901,75623.0,0.8241449968288042,13.043193299631417,0.0,2.938296658657805
Concise,1137,69859.0,1.313005155225968,12.04903852953402,0.0,2.935009767997191
Corcelles-le-Jorat,794,77290.0,0.6398039957066888,13.330711689942376,0.0,2.922063936271151
Ursins,336,83305.0,0.11377173082239678,14.368158071298351,0.0,2.9191403065886288
Fey,734,78034.0,0.5466196272625262,13.459034234868202,0.0,2.9104546978786514
Orges,402,82360.0,0.16327897578507425,14.205167742057887,0.0,2.906345138725607
Villars-le-Terroir,709,78121.0,0.5099526760013661,13.474039693750658,0.0,2.8987890091506783
Eclépens,580,80032.0,0.34094318680782554,13.803642359548043,0.0,2.8971057466327386
Rances,983,72573.0,0.9811679758013367,12.51713985605108,0.0,2.895895161530751
Yverdon-les-Bains,1354,61649.0,1.8624219397960675,10.63300614533908,0.0,2.8715700049862427
Treycovagnes,208,82697.0,0.04299714592379372,14.263292335660042,0.0,2.869857325501526
Orbe,1205,65712.0,1.4748743718592965,11.33377832280364,0.0,2.8567054133044465
Bretigny-sur-Morrens,287,81765.0,0.08274381616821974,14.102544201425001,0.0,2.853606366752288
Lignerolle,1064,69111.0,1.1496956871737327,11.920026078452677,0.0,2.8438834905600285
Cossonay,828,73867.0,0.6958569140199379,12.740324497360248,0.0,2.826407665080025
Penthaz,384,80107.0,0.14889882259192402,13.816578099963953,0.0,2.8228751490295605
Gollion,545,77924.0,0.3009220861589501,13.440061815591534,0.0,2.808381197581887
Aclens,390,79585.0,0.15361902554845425,13.72654534666922,0.0,2.8067566795532257
Fontaines-sur-Grandson,786,74008.0,0.6269565871428339,12.764643689342156,0.0,2.803711372725565
Echallens,666,75955.0,0.44985749947146736,13.100455510539181,0.0,2.8000341018964234
Cheseaux-sur-Lausanne,458,78152.0,0.2122292286676099,13.4793864664559,0.0,2.780768984758224
Morges,383,78848.0,0.14811923696150656,13.599430137515544,0.0,2.7791337222877117
Grandcour,1020,68023.0,1.0564950561870843,11.732371604152545,0.0,2.769072343305343
Bercher,427,77970.0,0.18434405034883153,13.447995736379958,0.0,2.7633367674155243
Belmont-sur-Yverdon,646,75179.0,0.4231869297946041,12.96661371636923,0.0,2.762597515191688
Arnex-sur-Orbe,762,73088.0,0.5891949634905921,12.605965273573663,0.0,2.7568710401109695
Valeyres-sous-Ursins,287,78902.0,0.08274381616821974,13.608743870615001,0.0,2.754846300590288
Ballens,845,71395.0,0.7247645996975167,12.313962493251855,0.0,2.752698338529378
Villarzel,766,72799.0,0.595407254720203,12.55611955383769,0.0,2.749386812655619
Poliez-Pittet,501,76217.0,0.25414288269828106,13.145644363725426,0.0,2.7307860258243974
Corcelles-près-Payerne,1212,61761.0,1.4920709941292223,10.652323517693505,0.0,2.72729310119039
Bavois,935,68769.0,0.8875933063375129,11.861039102156129,0.0,2.727245142966231
Champagne,392,77083.0,0.15520868907645022,13.295009046394465,0.0,2.7210852849094733
Grandevent,344,77478.0,0.11930099526760013,13.363137279251589,0.0,2.720347853957358
Vucherens,328,77017.0,0.10837256671708057,13.283625594828463,0.0,2.700074145652525
Boulens,342,76864.0,0.11790648224943487,13.257236684380008,0.0,2.6986099297757757
Montpreveyres,412,76214.0,0.17155254427477193,13.14512693410879,0.0,2.697646404531667
Rueyres,200,77623.0,0.03967958725667171,13.388146377389015,0.0,2.693501110380472
Bettens,374,76125.0,0.14119444308923257,13.129776522148576,0.0,2.6824330816654083
Valeyres-sous-Montagny,228,77015.0,0.051860231578605004,13.283280641750705,0.0,2.6774002209815833
Maracon,438,74911.0,0.1940151810834106,12.920390003949715,0.0,2.661684073223307
Montagny-près-Yverdon,352,75418.0,0.12496036005269064,13.007835609161264,0.0,2.651551265853329
Ropraz,481,73751.0,0.23418061179684832,12.720317218850305,0.0,2.6377356884888004
Dizy,304,75362.0,0.0929556764404547,12.998176922984051,0.0,2.6368176551729925
Corcelles-près-Concise,406,74441.0,0.16656400936722449,12.839326030676675,0.0,2.6344908098822253
Faoug,348,74946.0,0.12211441511765948,12.92642668281047,0.0,2.634131102609158
Rovray,320,75149.0,0.10310350295165147,12.961439420202867,0.0,2.633529285221234
Lussery-Villars,374,74585.0,0.14119444308923257,12.864162652275224,0.0,2.629310307690738
Bretonnières,545,72530.0,0.3009220861589501,12.50972336487929,0.0,2.622313507439438
Crissier,550,72463.0,0.30648692491584134,12.498167436774413,0.0,2.6222282573212192
Corsier-sur-Vevey,674,70476.0,0.4607534029370152,12.15545655402224,0.0,2.6153926719792544
Veytaux,677,70411.0,0.4648729082304727,12.144245578995118,0.0,2.6147982790912128
Oppens,360,73701.0,0.13074982517766828,12.711693391906365,0.0,2.5946386084523407
Vulliens,663,70023.0,0.4458050771657641,12.077324681910143,0.0,2.5937869672483345
Bussigny,481,72222.0,0.23418061179684832,12.456600590904623,0.0,2.584992362899664
Chavannes-le-Veyron,264,74037.0,0.06986286611048773,12.769645508969644,0.0,2.581874248238124
Mathod,659,69483.0,0.44043030687417667,11.984187350915592,0.0,2.573009592932789
Orny,555,70637.0,0.312102584118001,12.183225276781725,0.0,2.561486089003546
Agiez,546,70694.0,0.30203098827470687,12.193056439497816,0.0,2.559423683209446
Cronay,658,68744.0,0.4390916963458067,11.85672718868416,0.0,2.5469821162751547
Cuarny,456,70783.0,0.21037123318859674,12.20840685145803,0.0,2.525829863567045
Juriens,935,62351.0,0.8875933063375129,10.754084675631997,0.0,2.505854257661405
Chevroux,340,71179.0,0.11652010050251255,12.276707560854035,0.0,2.5019495523718125
Penthalaz,387,70543.0,0.15124977639004084,12.167012482127118,0.0,2.4939024069814404
Orzens,420,69648.0,0.1783177619489031,12.012645979830594,0.0,2.4738563007456804
Premier,612,67005.0,0.37971308809419263,11.556790487573927,0.0,2.4632433327524623
Romanel-sur-Lausanne,288,70287.0,0.08332825128880648,12.122858488174145,0.0,2.457902998150352
Hermenches,477,68478.0,0.23028573287147713,11.8108484293424,0.0,2.4542839790170707
Suscévaz,416,68940.0,0.17491889056935161,11.890532590304403,0.0,2.4480740742886216
Ballaigues,906,60733.0,0.8333282512888065,10.4750176357261,0.0,2.4283348276607426
Bofflens,421,68292.0,0.1791725618383178,11.778767793110942,0.0,2.4274225833575156
Prévonloup,184,69759.0,0.03343477094208909,12.031790875646141,0.0,2.419732083506064
Vevey,240,69194.0,0.057568383991153174,11.934341631179619,0.0,2.409895679832385
Romainmôtier-Envy,698,63686.0,0.49422171537298143,10.984340855035194,0.0,2.3945568571562315
Chavannes-sur-Moudon,515,66287.0,0.26860028296823923,11.43295233265895,0.0,2.3940305797190855
Curtilles,496,66449.0,0.24907608430502023,11.460893531957316,0.0,2.3918091401134713
